id,left_title,right_title,left_authors,right_authors,left_keywords,right_keywords
1109,algorithmic fairness in computational medicine,"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","algorithmic fairness,computational medicine","ai,fairness,machine learning,software development practices"
1110,algorithmic fairness in computational medicine,"ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","algorithmic fairness,computational medicine","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
1111,algorithmic fairness in computational medicine,improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings,"xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","pessach d,shmueli e","algorithmic fairness,computational medicine","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning"
1112,algorithmic fairness in computational medicine,artificial intelligence in human resources management: challenges and a path forward,"xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","tambe p,cappelli p,yakubovich v","algorithmic fairness,computational medicine","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems"
1113,algorithmic fairness in computational medicine,ai ethics in industry: a research framework,"xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","ville v,kai-kristian k,pekka a","algorithmic fairness,computational medicine","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency"
1114,algorithmic fairness in computational medicine,artificial intelligence and the public sectorâ€”applications and challenges,"xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","wirtz bw,weyerer jc,geyer c","algorithmic fairness,computational medicine","ai applications,ai challenges,artificial intelligence,public sector"
1115,algorithmic fairness in computational medicine,effective exposure amortizing for fair top-k recommendation,"xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","yang t,xu z,ai q","algorithmic fairness,computational medicine","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation"
1116,algorithmic fairness in computational medicine,flexible and adaptive fairness-aware learning in non-stationary data streams,"xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","zhang w,zhang m,zhang j,liu z,...","algorithmic fairness,computational medicine","ai fairness,flexible fairness,online classification"
1117,algorithmic fairness in computational medicine,"bias, fairness and accountability with artificial intelligence and machine learning algorithms","xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","zhou n,zhang z,nair vn,singhal h,chen j","algorithmic fairness,computational medicine","ai,ml,algorithm,bias,fairness"
1118,algorithmic fairness in computational medicine,applying differential privacy mechanism in artificial intelligence,"xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","zhu t,yu ps","algorithmic fairness,computational medicine","artificial intelligence,differential privacy,federated learning,multi-agent system,reinforcement learning"
1119,effective exposure amortizing for fair top-k recommendation,"artificial intelligence, intersectionality, and the future of public health","yang t,xu z,ai q","bauer gr,lizotte dj","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice"
1120,effective exposure amortizing for fair top-k recommendation,a sociotechnical view of algorithmic fairness,"yang t,xu z,ai q","dolata m,feuerriegel s,schwabe g","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art"
1121,effective exposure amortizing for fair top-k recommendation,ai-enabled radio resource allocation in 5g for urllc and embb users,"yang t,xu z,ai q","elsayed m,erol-kantarci m","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","5g mobile communication,delays,quality of service,reliability,resource management,throughput"
1122,effective exposure amortizing for fair top-k recommendation,principal fairness for human and algorithmic decision-making,"yang t,xu z,ai q","imai k,jiang z","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","algorithmic fairness,causal inference,potential outcomes,principal stratification"
1123,effective exposure amortizing for fair top-k recommendation,"introduction to the special issue on ai fairness, trust, and ethics","yang t,xu z,ai q","jr lp,bansal g,melville n,...","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","ai bias,ai fairness,ai trust,artificial intelligence"
1124,effective exposure amortizing for fair top-k recommendation,ai & intellectual property: towards an articulated public domain,"yang t,xu z,ai q",kop m,"ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","founder of musicajuridica and strategic in- tellectual property lawyer at alrecht in amsterdam,james grimmelmann (cornell law school),joao pedro quintais (ivir) and suzan slijpen (slijpen legal),for their valuable contributions,insight and comments"
1125,effective exposure amortizing for fair top-k recommendation,a survey on datasets for fairness-aware machine learning,"yang t,xu z,ai q","le quy t,roy a,iosifidis v,zhang w,ntoutsi e","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","aware machine learning,benchmark datasets,bias,datasets for fairness,discrimination,fairness"
1126,effective exposure amortizing for fair top-k recommendation,revealing factors influencing students' perceived fairness: a case with a predictive system for math learning,"yang t,xu z,ai q","li c,xing w","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","fair ai,human-centered computing,math learning,perceived fairness"
1127,effective exposure amortizing for fair top-k recommendation,trustworthy ai: from principles to practices,"yang t,xu z,ai q","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency"
1128,effective exposure amortizing for fair top-k recommendation,"ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","yang t,xu z,ai q","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
1129,effective exposure amortizing for fair top-k recommendation,artificial intelligence in human resources management: challenges and a path forward,"yang t,xu z,ai q","tambe p,cappelli p,yakubovich v","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems"
1130,effective exposure amortizing for fair top-k recommendation,artificial intelligence and the public sectorâ€”applications and challenges,"yang t,xu z,ai q","wirtz bw,weyerer jc,geyer c","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","ai applications,ai challenges,artificial intelligence,public sector"
1131,effective exposure amortizing for fair top-k recommendation,flexible and adaptive fairness-aware learning in non-stationary data streams,"yang t,xu z,ai q","zhang w,zhang m,zhang j,liu z,...","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","ai fairness,flexible fairness,online classification"
1132,effective exposure amortizing for fair top-k recommendation,"bias, fairness and accountability with artificial intelligence and machine learning algorithms","yang t,xu z,ai q","zhou n,zhang z,nair vn,singhal h,chen j","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","ai,ml,algorithm,bias,fairness"
1133,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",transparency and explainability of ai systems: ethical guidelines in practice,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","balasubramaniam n,kauppinen m,hiekkanen k,kujala s","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","ai systems,ethical guidelines,explainability,quality requirements,transparency"
1134,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","artificial intelligence, intersectionality, and the future of public health","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","bauer gr,lizotte dj","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice"
1135,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",fairness & friends in the data science era,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","catania b,guerrini g,accinelli c","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline"
1136,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",a sociotechnical view of algorithmic fairness,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","dolata m,feuerriegel s,schwabe g","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art"
1137,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",ai-enabled radio resource allocation in 5g for urllc and embb users,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","elsayed m,erol-kantarci m","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","5g mobile communication,delays,quality of service,reliability,resource management,throughput"
1138,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","addressing fairness, bias, and appropriate use of artificial intelligence and machine learning in global health","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","fletcher rr,nakeshimana a,...","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","appropriate use,artificial intelligence,bias,ethics,fairness,global health,machine learning,medicine"
1139,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","giovanola b,tiribelli s","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect"
1140,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",who is the fairest of them all? public attitudes and expectations regarding automated decision-making,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","helberger n,araujo t,de vreese ch","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","algorithmic fairness,automated-decision making,public perceptions"
1141,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",principal fairness for human and algorithmic decision-making,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","imai k,jiang z","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","algorithmic fairness,causal inference,potential outcomes,principal stratification"
1142,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","introduction to the special issue on ai fairness, trust, and ethics","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","jr lp,bansal g,melville n,...","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","ai bias,ai fairness,ai trust,artificial intelligence"
1143,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",exploring bias and fairness in artificial intelligence and machine learning algorithms,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","khakurel ub,abdelmoumin g,bajracharya a,rawat db","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","artificial intelligence,detection and tracking algorithms,machine learning,performance modeling,systems modeling"
1144,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",ai & intellectual property: towards an articulated public domain,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m",kop m,"computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","founder of musicajuridica and strategic in- tellectual property lawyer at alrecht in amsterdam,james grimmelmann (cornell law school),joao pedro quintais (ivir) and suzan slijpen (slijpen legal),for their valuable contributions,insight and comments"
1145,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",a survey on datasets for fairness-aware machine learning,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","le quy t,roy a,iosifidis v,zhang w,ntoutsi e","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","aware machine learning,benchmark datasets,bias,datasets for fairness,discrimination,fairness"
1146,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",revealing factors influencing students' perceived fairness: a case with a predictive system for math learning,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","li c,xing w","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","fair ai,human-centered computing,math learning,perceived fairness"
1147,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",fmea-ai: ai fairness impact assessment using failure mode and effects analysis,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","li j,chignell textperiodcenteredm","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","artificial intelligence,ethics,human rights impact assessments,proportional satisfaction of claims,risk analysis"
1148,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",trustworthy ai: from principles to practices,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency"
1149,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","ai,fairness,machine learning,software development practices"
1150,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
1151,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","pessach d,shmueli e","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning"
1152,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",artificial intelligence in human resources management: challenges and a path forward,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","tambe p,cappelli p,yakubovich v","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems"
1153,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",ai ethics in industry: a research framework,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","ville v,kai-kristian k,pekka a","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency"
1154,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",why fairness cannot be automated: bridging the gap between eu non-discrimination law and ai,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","wachter s,mittelstadt b,russell c","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","algorithm,artificial intelligence,bias,demographic parity,discrimination,european union,fairness,law,machine learning,non-discrimination"
1155,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",user association and resource allocation in full-duplex relay aided noma systems,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","wang l,ai y,liu n,fei a","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","full-duplex (fd) relaying,nonorthogonal multiple access (noma),resource allocation"
1156,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",artificial intelligence and the public sectorâ€”applications and challenges,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","wirtz bw,weyerer jc,geyer c","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","ai applications,ai challenges,artificial intelligence,public sector"
1157,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",algorithmic fairness in computational medicine,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","algorithmic fairness,computational medicine"
1158,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",effective exposure amortizing for fair top-k recommendation,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","yang t,xu z,ai q","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation"
1159,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",flexible and adaptive fairness-aware learning in non-stationary data streams,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","zhang w,zhang m,zhang j,liu z,...","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","ai fairness,flexible fairness,online classification"
1160,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","bias, fairness and accountability with artificial intelligence and machine learning algorithms","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","zhou n,zhang z,nair vn,singhal h,chen j","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","ai,ml,algorithm,bias,fairness"
1161,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",applying differential privacy mechanism in artificial intelligence,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","zhu t,yu ps","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","artificial intelligence,differential privacy,federated learning,multi-agent system,reinforcement learning"
1162,flexible and adaptive fairness-aware learning in non-stationary data streams,"artificial intelligence, intersectionality, and the future of public health","zhang w,zhang m,zhang j,liu z,...","bauer gr,lizotte dj","ai fairness,flexible fairness,online classification","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice"
1163,flexible and adaptive fairness-aware learning in non-stationary data streams,ai-enabled radio resource allocation in 5g for urllc and embb users,"zhang w,zhang m,zhang j,liu z,...","elsayed m,erol-kantarci m","ai fairness,flexible fairness,online classification","5g mobile communication,delays,quality of service,reliability,resource management,throughput"
1164,flexible and adaptive fairness-aware learning in non-stationary data streams,"ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","zhang w,zhang m,zhang j,liu z,...","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","ai fairness,flexible fairness,online classification","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
1165,introduction to ai fairness,transparency and explainability of ai systems: ethical guidelines in practice,"zhang y,bellamy r,liao qv,singh m","balasubramaniam n,kauppinen m,hiekkanen k,kujala s","algorithmic fairness,bias,decision support,discrimination-aware machine","ai systems,ethical guidelines,explainability,quality requirements,transparency"
1166,introduction to ai fairness,"artificial intelligence, intersectionality, and the future of public health","zhang y,bellamy r,liao qv,singh m","bauer gr,lizotte dj","algorithmic fairness,bias,decision support,discrimination-aware machine","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice"
1167,introduction to ai fairness,fairness & friends in the data science era,"zhang y,bellamy r,liao qv,singh m","catania b,guerrini g,accinelli c","algorithmic fairness,bias,decision support,discrimination-aware machine","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline"
1168,introduction to ai fairness,a sociotechnical view of algorithmic fairness,"zhang y,bellamy r,liao qv,singh m","dolata m,feuerriegel s,schwabe g","algorithmic fairness,bias,decision support,discrimination-aware machine","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art"
1169,introduction to ai fairness,ai-enabled radio resource allocation in 5g for urllc and embb users,"zhang y,bellamy r,liao qv,singh m","elsayed m,erol-kantarci m","algorithmic fairness,bias,decision support,discrimination-aware machine","5g mobile communication,delays,quality of service,reliability,resource management,throughput"
1170,introduction to ai fairness,"addressing fairness, bias, and appropriate use of artificial intelligence and machine learning in global health","zhang y,bellamy r,liao qv,singh m","fletcher rr,nakeshimana a,...","algorithmic fairness,bias,decision support,discrimination-aware machine","appropriate use,artificial intelligence,bias,ethics,fairness,global health,machine learning,medicine"
1171,introduction to ai fairness,beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms,"zhang y,bellamy r,liao qv,singh m","giovanola b,tiribelli s","algorithmic fairness,bias,decision support,discrimination-aware machine","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect"
1172,introduction to ai fairness,who is the fairest of them all? public attitudes and expectations regarding automated decision-making,"zhang y,bellamy r,liao qv,singh m","helberger n,araujo t,de vreese ch","algorithmic fairness,bias,decision support,discrimination-aware machine","algorithmic fairness,automated-decision making,public perceptions"
1173,introduction to ai fairness,principal fairness for human and algorithmic decision-making,"zhang y,bellamy r,liao qv,singh m","imai k,jiang z","algorithmic fairness,bias,decision support,discrimination-aware machine","algorithmic fairness,causal inference,potential outcomes,principal stratification"
1174,introduction to ai fairness,"introduction to the special issue on ai fairness, trust, and ethics","zhang y,bellamy r,liao qv,singh m","jr lp,bansal g,melville n,...","algorithmic fairness,bias,decision support,discrimination-aware machine","ai bias,ai fairness,ai trust,artificial intelligence"
1175,introduction to ai fairness,exploring bias and fairness in artificial intelligence and machine learning algorithms,"zhang y,bellamy r,liao qv,singh m","khakurel ub,abdelmoumin g,bajracharya a,rawat db","algorithmic fairness,bias,decision support,discrimination-aware machine","artificial intelligence,detection and tracking algorithms,machine learning,performance modeling,systems modeling"
1176,introduction to ai fairness,ai & intellectual property: towards an articulated public domain,"zhang y,bellamy r,liao qv,singh m",kop m,"algorithmic fairness,bias,decision support,discrimination-aware machine","founder of musicajuridica and strategic in- tellectual property lawyer at alrecht in amsterdam,james grimmelmann (cornell law school),joao pedro quintais (ivir) and suzan slijpen (slijpen legal),for their valuable contributions,insight and comments"
1177,introduction to ai fairness,a survey on datasets for fairness-aware machine learning,"zhang y,bellamy r,liao qv,singh m","le quy t,roy a,iosifidis v,zhang w,ntoutsi e","algorithmic fairness,bias,decision support,discrimination-aware machine","aware machine learning,benchmark datasets,bias,datasets for fairness,discrimination,fairness"
1178,introduction to ai fairness,revealing factors influencing students' perceived fairness: a case with a predictive system for math learning,"zhang y,bellamy r,liao qv,singh m","li c,xing w","algorithmic fairness,bias,decision support,discrimination-aware machine","fair ai,human-centered computing,math learning,perceived fairness"
1179,introduction to ai fairness,fmea-ai: ai fairness impact assessment using failure mode and effects analysis,"zhang y,bellamy r,liao qv,singh m","li j,chignell textperiodcenteredm","algorithmic fairness,bias,decision support,discrimination-aware machine","artificial intelligence,ethics,human rights impact assessments,proportional satisfaction of claims,risk analysis"
